,loss,batchsize,lr,beta1,n_disc,Lambda
65,75.63970892609798,2048.0,0.0007588939687705602,0.8434291475924809,4.0,5.794657604378895
66,75.90793113403754,128.0,0.00033287907208979356,0.8306456647967576,9.0,9.561756508378947
67,76.4595644242475,2048.0,0.0006122535495307962,0.5455282421916559,3.0,1.6618750005997804
68,76.65912127019227,2048.0,5.601748513216433e-05,0.7646958829215824,5.0,7.79671125097758
69,77.00901662759665,256.0,3.853208425168011e-05,0.8849392153474389,8.0,16.687303172911005
70,84.92025513357612,256.0,0.0007644515625618763,0.9613750460087174,8.0,15.775950576148107
71,85.05636049971213,1024.0,0.0003304502260843547,0.9301202330257431,5.0,11.821918190493529
72,86.42908260915328,256.0,0.0006269225588062688,0.8992390782002809,7.0,11.616152098640686
73,89.82815134342682,2048.0,0.0014088762168118503,0.5992453346999075,4.0,17.915572194569584
74,92.33538656849872,512.0,0.0012245946904803349,0.37761236537924503,9.0,3.6993632065202213
75,103.28583527395556,1024.0,0.001460865474310855,0.7858446421616464,6.0,4.273963724402906
76,104.35059481870742,1024.0,0.00236594375566714,0.9125709627411268,3.0,18.669622005253647
77,105.3882611700348,512.0,0.00027265581202734707,0.808842258779177,6.0,8.400033370871189
78,134.6853667174347,512.0,0.0019096764062401985,0.5517555987479732,5.0,13.78742023755821
79,181.17944081490762,128.0,0.003084602186455956,0.39988902691504946,8.0,17.574523065575235
80,255.31817895871708,256.0,0.002850726139425154,0.1511160051374684,6.0,16.1014119836157
81,276.1265881195622,1024.0,0.002967288768821384,0.818096303911728,4.0,12.694906117247113
